@relation std_tobi_adv_them_n-weka.filters.unsupervised.attribute.TimeSeriesTranslate-R26-I-1

@attribute W numeric
@attribute TotLines numeric
@attribute PoS {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute Id numeric
@attribute DepRel {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute Prop {P2,Foc,P3,P4,BACK,A1,A2}
@attribute Emb {yes,no}
@attribute Them {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute TH2 {T1,R1,SP1}
@attribute TH3 {T1,R1}
@attribute TotSpans numeric
@attribute LocSpan {A,Z,B,C,U,D,E,F,G,H}
@attribute nWSpan numeric
@attribute 'Copy of W-1' numeric
@attribute 'Copy of TotLines-1' numeric
@attribute 'Copy of PoS-1' {NNP,VBZ,0.0,NNS,HYPH,VBD,PRP,PRP$,TO,VB,JJ,IN,RB,CD,DT,NN,MD,VBN,c,CC,RBR,cc,VBG,VBP,PDT,WP,POS,JJR,RP,:,WRB,(,),WDT,RBS,EX,JJS,NNPS,$}
@attribute 'Copy of Id-1' numeric
@attribute 'Copy of DepRel-1' {TITLE,SBJ,ROOT,OBJ,P,NMOD,HYPH,NAME,POSTHON,OPRD,IM,PRD,TMP,DEP,PMOD,LOC,DIR,ADV,VC,APPO,COORD,CONJ,AMOD,EXT,SUFFIX,MNR,PRP,PRT,HMOD,LGS,SUB,LOCbPRD}
@attribute 'Copy of Prop-1' {P2,Foc,P3,P4,BACK,A1,A2}
@attribute 'Copy of Emb-1' {yes,no}
@attribute 'Copy of Them-1' {T1,R1,SP1,SP2,R1-1,R1-2}
@attribute 'Copy of TH2-1' {T1,R1,SP1}
@attribute 'Copy of TH3-1' {T1,R1}
@attribute 'Copy of TotSpans-1' numeric
@attribute 'Copy of LocSpan-1' {A,Z,B,C,U,D,E,F,G,H}
@attribute 'Copy of nWSpan-1' numeric
@attribute TOBI-1 {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}
@attribute tobi {L+H*,LH-,LL-,L*L-,H*,L*+H,L*H-,L*,H*LH-,H+L*,HL-,H+,H*L-,HH-,L*+HL-,H*+L,'L*+H LH-',Hl-,+H,L-,H*+LH-,!H*,H+L*L-,L*+HLH-,H*H-,H+L*LH-,+L,H++,Lh-,H+L*H-,1.0,L*LH-}

@data
2,19,JJ,3,NMOD,?,?,T1,?,?,2,A,8,1,19,DT,3,NMOD,?,?,T1,?,?,2,A,8,?,L*+H
3,19,NN,10,SBJ,?,?,T1,?,?,2,A,8,2,19,JJ,3,NMOD,?,?,T1,?,?,2,A,8,L*+H,?
4,19,IN,3,NMOD,?,?,T1,?,?,2,A,8,3,19,NN,10,SBJ,?,?,T1,?,?,2,A,8,?,?
5,19,DT,8,NMOD,?,?,T1,?,?,2,A,8,4,19,IN,3,NMOD,?,?,T1,?,?,2,A,8,?,?
6,19,NNP,8,NMOD,?,?,T1,?,?,2,A,8,5,19,DT,8,NMOD,?,?,T1,?,?,2,A,8,?,?
7,19,NN,8,NMOD,?,?,T1,?,?,2,A,8,6,19,NNP,8,NMOD,?,?,T1,?,?,2,A,8,?,H*
8,19,NN,4,PMOD,?,?,T1,?,?,2,A,8,7,19,NN,8,NMOD,?,?,T1,?,?,2,A,8,H*,?
9,19,RB,10,TMP,?,?,R1,?,?,2,Z,11,8,19,NN,4,PMOD,?,?,T1,?,?,2,A,8,?,?
10,19,VBZ,0,ROOT,?,?,R1,?,?,2,Z,11,9,19,RB,10,TMP,?,?,R1,?,?,2,Z,11,?,?
11,19,VBN,10,VC,?,?,R1,?,?,2,Z,11,10,19,VBZ,0,ROOT,?,?,R1,?,?,2,Z,11,?,?
12,19,IN,11,ADV,?,?,R1,?,?,2,Z,11,11,19,VBN,10,VC,?,?,R1,?,?,2,Z,11,?,?
13,19,JJ,14,NMOD,?,?,R1,?,?,2,Z,11,12,19,IN,11,ADV,?,?,R1,?,?,2,Z,11,?,H*
14,19,NNS,12,PMOD,?,?,R1,?,?,2,Z,11,13,19,JJ,14,NMOD,?,?,R1,?,?,2,Z,11,H*,LL-
15,19,VBN,14,APPO,?,?,R1,?,?,2,Z,11,14,19,NNS,12,PMOD,?,?,R1,?,?,2,Z,11,LL-,?
16,19,IN,15,LGS,?,?,R1,?,?,2,Z,11,15,19,VBN,14,APPO,?,?,R1,?,?,2,Z,11,?,?
17,19,NN,18,NMOD,?,?,R1,?,?,2,Z,11,16,19,IN,15,LGS,?,?,R1,?,?,2,Z,11,?,L*
18,19,NNS,16,PMOD,?,?,R1,?,?,2,Z,11,17,19,NN,18,NMOD,?,?,R1,?,?,2,Z,11,L*,LL-
19,19,0.0,10,P,?,?,R1,?,?,2,Z,11,18,19,NNS,16,PMOD,?,?,R1,?,?,2,Z,11,LL-,?
1,20,DT,3,NMOD,?,?,T1,?,?,2,A,3,19,19,0.0,10,P,?,?,R1,?,?,2,Z,11,?,?
2,20,JJ,3,NMOD,?,?,T1,?,?,2,A,3,1,20,DT,3,NMOD,?,?,T1,?,?,2,A,3,?,H*
3,20,NN,4,SBJ,?,?,T1,?,?,2,A,3,2,20,JJ,3,NMOD,?,?,T1,?,?,2,A,3,H*,HL-
4,20,VBZ,0,ROOT,?,?,R1,?,?,2,Z,17,3,20,NN,4,SBJ,?,?,T1,?,?,2,A,3,HL-,?
5,20,RB,6,AMOD,?,?,R1,?,?,2,Z,17,4,20,VBZ,0,ROOT,?,?,R1,?,?,2,Z,17,?,?
6,20,JJ,4,PRD,?,?,R1,?,?,2,Z,17,5,20,RB,6,AMOD,?,?,R1,?,?,2,Z,17,?,H*
7,20,TO,4,PRP,?,?,R1,?,?,2,Z,17,6,20,JJ,4,PRD,?,?,R1,?,?,2,Z,17,H*,?
8,20,VB,7,IM,?,?,R1,?,?,2,Z,17,7,20,TO,4,PRP,?,?,R1,?,?,2,Z,17,?,?
9,20,TO,8,ADV,?,?,R1,?,?,2,Z,17,8,20,VB,7,IM,?,?,R1,?,?,2,Z,17,?,?
10,20,JJ,11,NMOD,?,?,R1,?,?,2,Z,17,9,20,TO,8,ADV,?,?,R1,?,?,2,Z,17,?,?
11,20,NNS,9,PMOD,?,?,R1,?,?,2,Z,17,10,20,JJ,11,NMOD,?,?,R1,?,?,2,Z,17,?,LL-
12,20,c,11,P,?,?,R1,?,?,2,Z,17,11,20,NNS,9,PMOD,?,?,R1,?,?,2,Z,17,LL-,?
13,20,JJ,14,DEP,?,?,R1,?,?,2,Z,17,12,20,c,11,P,?,?,R1,?,?,2,Z,17,?,?
14,20,IN,11,NMOD,?,?,R1,?,?,2,Z,17,13,20,JJ,14,DEP,?,?,R1,?,?,2,Z,17,?,?
15,20,NN,14,PMOD,?,?,R1,?,?,2,Z,17,14,20,IN,11,NMOD,?,?,R1,?,?,2,Z,17,?,H*
16,20,c,15,P,?,?,R1,?,?,2,Z,17,15,20,NN,14,PMOD,?,?,R1,?,?,2,Z,17,H*,?
17,20,NNS,15,COORD,?,?,R1,?,?,2,Z,17,16,20,c,15,P,?,?,R1,?,?,2,Z,17,?,L*
18,20,CC,17,COORD,?,?,R1,?,?,2,Z,17,17,20,NNS,15,COORD,?,?,R1,?,?,2,Z,17,L*,?
19,20,NN,18,CONJ,?,?,R1,?,?,2,Z,17,18,20,CC,17,COORD,?,?,R1,?,?,2,Z,17,?,LL-
20,20,0.0,4,P,?,?,R1,?,?,2,Z,17,19,20,NN,18,CONJ,?,?,R1,?,?,2,Z,17,LL-,?
1,15,NNP,2,TITLE,?,?,SP1,T1,?,3,A,3,20,20,0.0,4,P,?,?,R1,?,?,2,Z,17,?,?
2,15,NNP,3,SBJ,?,?,SP1,T1,?,3,A,3,1,15,NNP,2,TITLE,?,?,SP1,T1,?,3,A,3,?,H*
3,15,VBD,0,ROOT,?,?,SP1,R1,?,3,A,3,2,15,NNP,3,SBJ,?,?,SP1,T1,?,3,A,3,H*,?
4,15,DT,6,NMOD,?,?,T1,?,?,3,B,3,3,15,VBD,0,ROOT,?,?,SP1,R1,?,3,A,3,?,?
5,15,JJ,6,NMOD,?,?,T1,?,?,3,B,3,4,15,DT,6,NMOD,?,?,T1,?,?,3,B,3,?,L*+H
6,15,NN,7,SBJ,?,?,T1,?,?,3,B,3,5,15,JJ,6,NMOD,?,?,T1,?,?,3,B,3,L*+H,HL-
7,15,VBZ,3,OBJ,?,?,R1,?,?,3,Z,9,6,15,NN,7,SBJ,?,?,T1,?,?,3,B,3,HL-,L*+H
8,15,RB,7,ADV,?,?,R1,?,?,3,Z,9,7,15,VBZ,3,OBJ,?,?,R1,?,?,3,Z,9,L*+H,?
9,15,VB,7,VC,?,?,R1,?,?,3,Z,9,8,15,RB,7,ADV,?,?,R1,?,?,3,Z,9,?,?
10,15,DT,11,NMOD,?,?,R1,?,?,3,Z,9,9,15,VB,7,VC,?,?,R1,?,?,3,Z,9,?,?
11,15,NN,9,OBJ,?,?,R1,?,?,3,Z,9,10,15,DT,11,NMOD,?,?,R1,?,?,3,Z,9,?,L*
12,15,IN,11,NMOD,?,?,R1,?,?,3,Z,9,11,15,NN,9,OBJ,?,?,R1,?,?,3,Z,9,L*,?
13,15,DT,14,NMOD,?,?,R1,?,?,3,Z,9,12,15,IN,11,NMOD,?,?,R1,?,?,3,Z,9,?,?
14,15,NN,12,PMOD,?,?,R1,?,?,3,Z,9,13,15,DT,14,NMOD,?,?,R1,?,?,3,Z,9,?,LL-
15,15,0.0,3,P,?,?,R1,?,?,3,Z,9,14,15,NN,12,PMOD,?,?,R1,?,?,3,Z,9,LL-,?
1,17,PRP,2,SBJ,?,?,T1,?,?,2,A,1,15,15,0.0,3,P,?,?,R1,?,?,3,Z,9,?,?
2,17,VBD,0,ROOT,?,?,R1,T1,?,2,Z,16,1,17,PRP,2,SBJ,?,?,T1,?,?,2,A,1,?,?
3,17,DT,5,NMOD,?,?,R1,T1,?,2,Z,16,2,17,VBD,0,ROOT,?,?,R1,T1,?,2,Z,16,?,?
4,17,JJ,5,NMOD,?,?,R1,T1,?,2,Z,16,3,17,DT,5,NMOD,?,?,R1,T1,?,2,Z,16,?,H*
5,17,NN,2,OBJ,?,?,R1,T1,?,2,Z,16,4,17,JJ,5,NMOD,?,?,R1,T1,?,2,Z,16,H*,HL-
6,17,c,2,P,?,?,R1,T1,?,2,Z,16,5,17,NN,2,OBJ,?,?,R1,T1,?,2,Z,16,HL-,?
7,17,IN,2,ADV,?,?,R1,T1,?,2,Z,16,6,17,c,2,P,?,?,R1,T1,?,2,Z,16,?,?
8,17,NN,9,NMOD,?,?,R1,T1,?,2,Z,16,7,17,IN,2,ADV,?,?,R1,T1,?,2,Z,16,?,H*
9,17,NN,7,PMOD,?,?,R1,T1,?,2,Z,16,8,17,NN,9,NMOD,?,?,R1,T1,?,2,Z,16,H*,LL-
10,17,c,2,P,?,?,R1,T1,?,2,Z,16,9,17,NN,7,PMOD,?,?,R1,T1,?,2,Z,16,LL-,?
11,17,TO,2,ADV,?,?,R1,R1,?,2,Z,16,10,17,c,2,P,?,?,R1,T1,?,2,Z,16,?,?
12,17,DT,16,NMOD,?,?,R1,R1,?,2,Z,16,11,17,TO,2,ADV,?,?,R1,R1,?,2,Z,16,?,?
13,17,NN,15,HMOD,?,?,R1,R1,?,2,Z,16,12,17,DT,16,NMOD,?,?,R1,R1,?,2,Z,16,?,H*
14,17,HYPH,13,HYPH,?,?,R1,R1,?,2,Z,16,13,17,NN,15,HMOD,?,?,R1,R1,?,2,Z,16,H*,?
15,17,VBG,16,NMOD,?,?,R1,R1,?,2,Z,16,14,17,HYPH,13,HYPH,?,?,R1,R1,?,2,Z,16,?,?
16,17,NN,11,PMOD,?,?,R1,R1,?,2,Z,16,15,17,VBG,16,NMOD,?,?,R1,R1,?,2,Z,16,?,LL-
17,17,0.0,2,P,?,?,R1,R1,?,2,Z,16,16,17,NN,11,PMOD,?,?,R1,R1,?,2,Z,16,LL-,?
1,23,DT,2,NMOD,?,?,T1,?,?,4,A,2,17,17,0.0,2,P,?,?,R1,R1,?,2,Z,16,?,L*+H
2,23,NNS,3,SBJ,?,?,T1,?,?,4,A,2,1,23,DT,2,NMOD,?,?,T1,?,?,4,A,2,L*+H,HL-
3,23,VBP,0,ROOT,?,?,R1,?,?,4,B,21,2,23,NNS,3,SBJ,?,?,T1,?,?,4,A,2,HL-,?
4,23,RB,3,TMP,?,?,R1,?,?,4,B,21,3,23,VBP,0,ROOT,?,?,R1,?,?,4,B,21,?,H*
5,23,VBN,3,VC,?,?,R1,?,?,4,B,21,4,23,RB,3,TMP,?,?,R1,?,?,4,B,21,H*,?
6,23,IN,5,ADV,?,?,R1,?,?,4,B,21,5,23,VBN,3,VC,?,?,R1,?,?,4,B,21,?,?
7,23,DT,10,NMOD,?,?,R1,?,?,4,B,21,6,23,IN,5,ADV,?,?,R1,?,?,4,B,21,?,?
8,23,DT,10,NMOD,?,?,R1,?,?,4,B,21,7,23,DT,10,NMOD,?,?,R1,?,?,4,B,21,?,H*
9,23,NN,10,NMOD,?,?,R1,?,?,4,B,21,8,23,DT,10,NMOD,?,?,R1,?,?,4,B,21,H*,?
10,23,NNS,6,PMOD,?,?,R1,?,?,4,B,21,9,23,NN,10,NMOD,?,?,R1,?,?,4,B,21,?,LL-
11,23,c,10,P,?,?,R1,?,?,4,B,21,10,23,NNS,6,PMOD,?,?,R1,?,?,4,B,21,LL-,?
12,23,WDT,13,SBJ,P2,yes,R1,T1,?,4,C,1,11,23,c,10,P,?,?,R1,?,?,4,B,21,?,?
13,23,VBP,10,NMOD,P2,yes,R1,R1,?,4,Z,11,12,23,WDT,13,SBJ,P2,yes,R1,T1,?,4,C,1,?,?
14,23,RB,13,TMP,P2,yes,R1,R1,?,4,Z,11,13,23,VBP,10,NMOD,P2,yes,R1,R1,?,4,Z,11,?,?
15,23,VBN,13,VC,P2,yes,R1,R1,?,4,Z,11,14,23,RB,13,TMP,P2,yes,R1,R1,?,4,Z,11,?,H*
16,23,CC,15,COORD,P2,yes,R1,R1,?,4,Z,11,15,23,VBN,13,VC,P2,yes,R1,R1,?,4,Z,11,H*,?
17,23,VBN,16,CONJ,P2,yes,R1,R1,?,4,Z,11,16,23,CC,15,COORD,P2,yes,R1,R1,?,4,Z,11,?,?
18,23,TO,17,OPRD,P2,yes,R1,R1,?,4,Z,11,17,23,VBN,16,CONJ,P2,yes,R1,R1,?,4,Z,11,?,?
19,23,VB,18,IM,P2,yes,R1,R1,?,4,Z,11,18,23,TO,17,OPRD,P2,yes,R1,R1,?,4,Z,11,?,H*
20,23,CC,19,COORD,P2,yes,R1,R1,?,4,Z,11,19,23,VB,18,IM,P2,yes,R1,R1,?,4,Z,11,H*,?
21,23,VB,20,CONJ,P2,yes,R1,R1,?,4,Z,11,20,23,CC,19,COORD,P2,yes,R1,R1,?,4,Z,11,?,?
22,23,NN,21,OBJ,P2,yes,R1,R1,?,4,Z,11,21,23,VB,20,CONJ,P2,yes,R1,R1,?,4,Z,11,?,LL-
23,23,0.0,3,P,P2,yes,R1,R1,?,4,Z,11,22,23,NN,21,OBJ,P2,yes,R1,R1,?,4,Z,11,LL-,?
1,21,CD,2,NMOD,?,?,T1,?,?,2,A,8,23,23,0.0,3,P,P2,yes,R1,R1,?,4,Z,11,?,L*+H
2,21,NN,9,SBJ,?,?,T1,?,?,2,A,8,1,21,CD,2,NMOD,?,?,T1,?,?,2,A,8,L*+H,HL-
3,21,VBN,2,APPO,?,?,T1,?,?,2,A,8,2,21,NN,9,SBJ,?,?,T1,?,?,2,A,8,HL-,?
4,21,IN,3,LGS,?,?,T1,?,?,2,A,8,3,21,VBN,2,APPO,?,?,T1,?,?,2,A,8,?,?
5,21,DT,4,PMOD,?,?,T1,?,?,2,A,8,4,21,IN,3,LGS,?,?,T1,?,?,2,A,8,?,H*
6,21,IN,5,NMOD,?,?,T1,?,?,2,A,8,5,21,DT,4,PMOD,?,?,T1,?,?,2,A,8,H*,?
7,21,DT,8,NMOD,?,?,T1,?,?,2,A,8,6,21,IN,5,NMOD,?,?,T1,?,?,2,A,8,?,?
8,21,NNS,6,PMOD,?,?,T1,?,?,2,A,8,7,21,DT,8,NMOD,?,?,T1,?,?,2,A,8,?,HL-
9,21,VBZ,0,ROOT,?,?,R1,?,?,2,Z,13,8,21,NNS,6,PMOD,?,?,T1,?,?,2,A,8,HL-,?
10,21,DT,12,NMOD,?,?,R1,?,?,2,Z,13,9,21,VBZ,0,ROOT,?,?,R1,?,?,2,Z,13,?,?
11,21,NN,12,NMOD,?,?,R1,?,?,2,Z,13,10,21,DT,12,NMOD,?,?,R1,?,?,2,Z,13,?,L*+H
12,21,NN,9,OBJ,?,?,R1,?,?,2,Z,13,11,21,NN,12,NMOD,?,?,R1,?,?,2,Z,13,L*+H,?
13,21,VBN,12,APPO,?,?,R1,?,?,2,Z,13,12,21,NN,9,OBJ,?,?,R1,?,?,2,Z,13,?,?
14,21,TO,13,OPRD,?,?,R1,?,?,2,Z,13,13,21,VBN,12,APPO,?,?,R1,?,?,2,Z,13,?,?
15,21,VB,14,IM,?,?,R1,?,?,2,Z,13,14,21,TO,13,OPRD,?,?,R1,?,?,2,Z,13,?,HL-
16,21,RB,20,NMOD,?,?,R1,?,?,2,Z,13,15,21,VB,14,IM,?,?,R1,?,?,2,Z,13,HL-,L*+H
17,21,DT,18,NMOD,?,?,R1,?,?,2,Z,13,16,21,RB,20,NMOD,?,?,R1,?,?,2,Z,13,L*+H,?
18,21,NN,20,NMOD,?,?,R1,?,?,2,Z,13,17,21,DT,18,NMOD,?,?,R1,?,?,2,Z,13,?,L*
19,21,POS,18,SUFFIX,?,?,R1,?,?,2,Z,13,18,21,NN,20,NMOD,?,?,R1,?,?,2,Z,13,L*,?
20,21,NN,15,OBJ,?,?,R1,?,?,2,Z,13,19,21,POS,18,SUFFIX,?,?,R1,?,?,2,Z,13,?,LL-
21,21,0.0,9,P,?,?,R1,?,?,2,Z,13,20,21,NN,15,OBJ,?,?,R1,?,?,2,Z,13,LL-,?
1,17,cc,16,P,?,?,R1,?,?,2,A,14,21,21,0.0,9,P,?,?,R1,?,?,2,Z,13,?,?
2,17,EX,3,SBJ,?,?,R1,?,?,2,A,14,1,17,cc,16,P,?,?,R1,?,?,2,A,14,?,?
3,17,VBZ,16,OBJ,?,?,R1,?,?,2,A,14,2,17,EX,3,SBJ,?,?,R1,?,?,2,A,14,?,?
4,17,DT,6,NMOD,?,?,R1,?,?,2,A,14,3,17,VBZ,16,OBJ,?,?,R1,?,?,2,A,14,?,?
5,17,JJ,6,NMOD,?,?,R1,?,?,2,A,14,4,17,DT,6,NMOD,?,?,R1,?,?,2,A,14,?,L*+H
6,17,NN,3,PRD,?,?,R1,?,?,2,A,14,5,17,JJ,6,NMOD,?,?,R1,?,?,2,A,14,L*+H,?
7,17,IN,8,AMOD,?,?,R1,?,?,2,A,14,6,17,NN,3,PRD,?,?,R1,?,?,2,A,14,?,?
8,17,RB,3,LOC,?,?,R1,?,?,2,A,14,7,17,IN,8,AMOD,?,?,R1,?,?,2,A,14,?,?
9,17,JJ,8,AMOD,?,?,R1,?,?,2,A,14,8,17,RB,3,LOC,?,?,R1,?,?,2,A,14,?,L*+H
10,17,IN,3,ADV,?,?,R1,?,?,2,A,14,9,17,JJ,8,AMOD,?,?,R1,?,?,2,A,14,L*+H,?
11,17,JJ,12,NMOD,?,?,R1,?,?,2,A,14,10,17,IN,3,ADV,?,?,R1,?,?,2,A,14,?,?
12,17,NNS,10,PMOD,?,?,R1,?,?,2,A,14,11,17,JJ,12,NMOD,?,?,R1,?,?,2,A,14,?,HL-
13,17,c,16,P,?,?,R1,?,?,2,A,14,12,17,NNS,10,PMOD,?,?,R1,?,?,2,A,14,HL-,?
14,17,cc,16,P,?,?,R1,?,?,2,A,14,13,17,c,16,P,?,?,R1,?,?,2,A,14,?,?
15,17,PRP,16,SBJ,?,?,SP1,?,?,2,Z,3,14,17,cc,16,P,?,?,R1,?,?,2,A,14,?,?
16,17,VBD,0,ROOT,?,?,SP1,?,?,2,Z,3,15,17,PRP,16,SBJ,?,?,SP1,?,?,2,Z,3,?,L*L-
17,17,0.0,16,P,?,?,SP1,?,?,2,Z,3,16,17,VBD,0,ROOT,?,?,SP1,?,?,2,Z,3,L*L-,?
1,21,RB,7,ADV,?,?,SP1,?,?,4,A,2,17,17,0.0,16,P,?,?,SP1,?,?,2,Z,3,?,L*+H
2,21,c,4,P,?,?,SP1,?,?,4,A,2,1,21,RB,7,ADV,?,?,SP1,?,?,4,A,2,L*+H,?
3,21,PRP,4,SBJ,?,?,SP2,?,?,4,B,3,2,21,c,4,P,?,?,SP1,?,?,4,A,2,?,?
4,21,VBD,0,ROOT,?,?,SP2,?,?,4,B,3,3,21,PRP,4,SBJ,?,?,SP2,?,?,4,B,3,?,LL-
5,21,c,4,P,?,?,SP2,?,?,4,B,3,4,21,VBD,0,ROOT,?,?,SP2,?,?,4,B,3,LL-,?
6,21,PRP,7,SBJ,?,?,T1,?,?,4,C,1,5,21,c,4,P,?,?,SP2,?,?,4,B,3,?,?
7,21,VBZ,4,OBJ,?,?,R1,?,?,4,Z,15,6,21,PRP,7,SBJ,?,?,T1,?,?,4,C,1,?,?
8,21,VBG,7,VC,?,?,R1,?,?,4,Z,15,7,21,VBZ,4,OBJ,?,?,R1,?,?,4,Z,15,?,L*+H
9,21,IN,8,ADV,?,?,R1,?,?,4,Z,15,8,21,VBG,7,VC,?,?,R1,?,?,4,Z,15,L*+H,?
10,21,NNP,11,NAME,?,?,R1,?,?,4,Z,15,9,21,IN,8,ADV,?,?,R1,?,?,4,Z,15,?,H*
11,21,NNP,9,PMOD,?,?,R1,?,?,4,Z,15,10,21,NNP,11,NAME,?,?,R1,?,?,4,Z,15,H*,HL-
12,21,TO,8,PRP,?,?,R1,?,?,4,Z,15,11,21,NNP,9,PMOD,?,?,R1,?,?,4,Z,15,HL-,?
13,21,VB,12,IM,?,?,R1,?,?,4,Z,15,12,21,TO,8,PRP,?,?,R1,?,?,4,Z,15,?,L*+H
14,21,DT,15,NMOD,?,?,R1,?,?,4,Z,15,13,21,VB,12,IM,?,?,R1,?,?,4,Z,15,L*+H,?
15,21,NN,13,OBJ,?,?,R1,?,?,4,Z,15,14,21,DT,15,NMOD,?,?,R1,?,?,4,Z,15,?,?
16,21,TO,13,PRP,?,?,R1,?,?,4,Z,15,15,21,NN,13,OBJ,?,?,R1,?,?,4,Z,15,?,?
17,21,VB,16,IM,?,?,R1,?,?,4,Z,15,16,21,TO,13,PRP,?,?,R1,?,?,4,Z,15,?,?
18,21,VBG,20,NMOD,?,?,R1,?,?,4,Z,15,17,21,VB,16,IM,?,?,R1,?,?,4,Z,15,?,H*
19,21,JJ,20,NMOD,?,?,R1,?,?,4,Z,15,18,21,VBG,20,NMOD,?,?,R1,?,?,4,Z,15,H*,?
20,21,NN,17,OBJ,?,?,R1,?,?,4,Z,15,19,21,JJ,20,NMOD,?,?,R1,?,?,4,Z,15,?,LL-
21,21,0.0,7,P,?,?,R1,?,?,4,Z,15,20,21,NN,17,OBJ,?,?,R1,?,?,4,Z,15,LL-,?
1,18,RB,5,ADV,?,?,SP1,?,?,3,A,2,21,21,0.0,7,P,?,?,R1,?,?,4,Z,15,?,H+L*L-
2,18,c,5,P,?,?,SP1,?,?,3,A,2,1,18,RB,5,ADV,?,?,SP1,?,?,3,A,2,H+L*L-,?
3,18,DT,4,NMOD,?,?,T1,?,?,3,B,2,2,18,c,5,P,?,?,SP1,?,?,3,A,2,?,?
4,18,NNS,5,SBJ,?,?,T1,?,?,3,B,2,3,18,DT,4,NMOD,?,?,T1,?,?,3,B,2,?,H*
5,18,VBP,0,ROOT,?,?,R1,?,?,3,Z,14,4,18,NNS,5,SBJ,?,?,T1,?,?,3,B,2,H*,?
6,18,VBG,5,VC,?,?,R1,?,?,3,Z,14,5,18,VBP,0,ROOT,?,?,R1,?,?,3,Z,14,?,?
7,18,VBN,6,VC,?,?,R1,?,?,3,Z,14,6,18,VBG,5,VC,?,?,R1,?,?,3,Z,14,?,?
8,18,IN,7,LGS,?,?,R1,?,?,3,Z,14,7,18,VBN,6,VC,?,?,R1,?,?,3,Z,14,?,?
9,18,JJ,10,NMOD,?,?,R1,?,?,3,Z,14,8,18,IN,7,LGS,?,?,R1,?,?,3,Z,14,?,!H*
10,18,NNS,8,PMOD,?,?,R1,?,?,3,Z,14,9,18,JJ,10,NMOD,?,?,R1,?,?,3,Z,14,!H*,?
11,18,IN,7,LOC,?,?,R1,?,?,3,Z,14,10,18,NNS,8,PMOD,?,?,R1,?,?,3,Z,14,?,?
12,18,DT,14,NMOD,?,?,R1,?,?,3,Z,14,11,18,IN,7,LOC,?,?,R1,?,?,3,Z,14,?,?
13,18,JJ,14,NMOD,?,?,R1,?,?,3,Z,14,12,18,DT,14,NMOD,?,?,R1,?,?,3,Z,14,?,?
14,18,NNS,11,PMOD,?,?,R1,?,?,3,Z,14,13,18,JJ,14,NMOD,?,?,R1,?,?,3,Z,14,?,HL-
15,18,:,17,P,?,?,R1,?,?,3,Z,14,14,18,NNS,11,PMOD,?,?,R1,?,?,3,Z,14,HL-,?
16,18,JJ,17,NMOD,?,?,R1,?,?,3,Z,14,15,18,:,17,P,?,?,R1,?,?,3,Z,14,?,H*
17,18,NNS,5,PRD,?,?,R1,?,?,3,Z,14,16,18,JJ,17,NMOD,?,?,R1,?,?,3,Z,14,H*,HL-
18,18,0.0,5,P,?,?,R1,?,?,3,Z,14,17,18,NNS,5,PRD,?,?,R1,?,?,3,Z,14,HL-,?
1,19,WP,2,SBJ,?,?,T1,?,?,2,A,5,18,18,0.0,5,P,?,?,R1,?,?,3,Z,14,?,?
2,19,VBD,0,ROOT,?,?,T1,R1,?,2,A,5,1,19,WP,2,SBJ,?,?,T1,?,?,2,A,5,?,L*+H
3,19,DT,5,NMOD,?,?,T1,T1,?,2,A,5,2,19,VBD,0,ROOT,?,?,T1,R1,?,2,A,5,L*+H,?
4,19,JJS,5,NMOD,?,?,T1,T1,?,2,A,5,3,19,DT,5,NMOD,?,?,T1,T1,?,2,A,5,?,?
5,19,NN,6,SBJ,?,?,T1,T1,?,2,A,5,4,19,JJS,5,NMOD,?,?,T1,T1,?,2,A,5,?,HL-
6,19,VBD,2,OBJ,?,?,R1,?,?,2,Z,14,5,19,NN,6,SBJ,?,?,T1,T1,?,2,A,5,HL-,?
7,19,DT,8,NMOD,?,?,R1,?,?,2,Z,14,6,19,VBD,2,OBJ,?,?,R1,?,?,2,Z,14,?,?
8,19,NN,6,PRD,?,?,R1,?,?,2,Z,14,7,19,DT,8,NMOD,?,?,R1,?,?,2,Z,14,?,H*
9,19,IN,8,NMOD,?,?,R1,?,?,2,Z,14,8,19,NN,6,PRD,?,?,R1,?,?,2,Z,14,H*,?
10,19,DT,11,NMOD,?,?,R1,?,?,2,Z,14,9,19,IN,8,NMOD,?,?,R1,?,?,2,Z,14,?,?
11,19,NN,9,PMOD,?,?,R1,?,?,2,Z,14,10,19,DT,11,NMOD,?,?,R1,?,?,2,Z,14,?,L*+H
